"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"96","1.552503600","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41468","4444"
"97","1.552778216","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41808","4444"
"98","1.553391842","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41648","4444"
"101","1.553789029","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41620","4444"
"108","1.554257245","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41662","4444"
"115","1.554753467","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41542","4444"
"118","1.555269874","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41232","4444"
"124","1.555777969","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41582","4444"
"136","1.556316376","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41586","4444"
"144","1.556763360","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41096","4444"
"145","1.556789131","127.0.0.1","127.0.0.1","TCP","66","4444  >  41096 [ACK] Seq=1 Ack=206 Win=511 Len=0 TSval=3000042651 TSecr=3000042651","4444","41096"
"156","1.557441030","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41482","4444"
"160","1.557846109","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41436","4444"
"163","1.558165982","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41676","4444"
"168","1.558399322","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41500","4444"
"174","1.558582446","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41320","4444"
"182","1.559210458","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40906","4444"
"183","1.559246217","127.0.0.1","127.0.0.1","TCP","66","4444  >  40906 [ACK] Seq=1 Ack=206 Win=511 Len=0 TSval=3000042654 TSecr=3000042654","4444","40906"
"192","1.559838262","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41270","4444"
"199","1.560406770","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41388","4444"
"217","1.560880922","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41278","4444"
"223","1.561341665","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41300","4444"
"229","1.561749957","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41000","4444"
"230","1.561775170","127.0.0.1","127.0.0.1","TCP","66","4444  >  41000 [ACK] Seq=1 Ack=206 Win=511 Len=0 TSval=3000042656 TSecr=3000042656","4444","41000"
"232","1.562214541","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","40964","4444"
"235","1.562250789","127.0.0.1","127.0.0.1","TCP","66","4444  >  40964 [ACK] Seq=1 Ack=206 Win=511 Len=0 TSval=3000042657 TSecr=3000042657","4444","40964"
"251","1.562846884","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41210","4444"
"261","1.563355049","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41774","4444"
"302","1.564861596","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41738","4444"
"310","1.565354885","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41218","4444"
"319","1.565768554","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41386","4444"
"331","1.566200104","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41246","4444"
"349","1.567177323","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41608","4444"
"362","1.567594206","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41744","4444"
"374","1.567919875","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","41550","4444"
"386","1.568408485","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41808"
"387","1.568442568","127.0.0.1","127.0.0.1","TCP","66","41808  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042663 TSecr=3000042663","41808","4444"
"419","1.569800492","::1","::1","TCP","94","42752  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113687 TSecr=0 WS=128","42752","4444"
"421","1.569820117","::1","::1","TCP","74","4444  >  42752 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42752"
"475","1.571282593","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","41802","4444"
"476","1.571304384","127.0.0.1","127.0.0.1","TCP","66","4444  >  41802 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000042666 TSecr=3000042666","4444","41802"
"485","1.571792993","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41542"
"489","1.571828822","127.0.0.1","127.0.0.1","TCP","66","41542  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042666 TSecr=3000042666","41542","4444"
"529","1.573385863","::1","::1","TCP","94","42756  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113691 TSecr=0 WS=128","42756","4444"
"531","1.573405908","::1","::1","TCP","74","4444  >  42756 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42756"
"533","1.573457311","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41620"
"534","1.573477565","127.0.0.1","127.0.0.1","TCP","66","41620  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042668 TSecr=3000042668","41620","4444"
"550","1.574330886","127.0.0.1","127.0.0.1","TLSv1.2","401","Application Data","35642","4444"
"551","1.574346460","127.0.0.1","127.0.0.1","TCP","66","4444  >  35642 [ACK] Seq=1 Ack=336 Win=995 Len=0 TSval=3000042669 TSecr=3000042669","4444","35642"
"563","1.575300003","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41468"
"564","1.575337159","127.0.0.1","127.0.0.1","TCP","66","41468  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042670 TSecr=3000042670","41468","4444"
"573","1.575624346","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41096"
"574","1.575643064","127.0.0.1","127.0.0.1","TCP","66","41096  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042670 TSecr=3000042670","41096","4444"
"611","1.576645077","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41320"
"612","1.576683210","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41582"
"613","1.576685096","127.0.0.1","127.0.0.1","TCP","66","41320  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042671 TSecr=3000042671","41320","4444"
"614","1.576701369","127.0.0.1","127.0.0.1","TCP","66","41582  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042671 TSecr=3000042671","41582","4444"
"625","1.577165743","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41662"
"627","1.577181178","127.0.0.1","127.0.0.1","TCP","66","41662  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042672 TSecr=3000042672","41662","4444"
"631","1.577295997","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41586"
"632","1.577317019","127.0.0.1","127.0.0.1","TCP","66","41586  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042672 TSecr=3000042672","41586","4444"
"658","1.578157070","::1","::1","TCP","94","42764  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113696 TSecr=0 WS=128","42764","4444"
"659","1.578178931","::1","::1","TCP","74","4444  >  42764 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42764"
"676","1.578643096","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41648"
"677","1.578672639","127.0.0.1","127.0.0.1","TCP","66","41648  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042673 TSecr=3000042673","41648","4444"
"682","1.578805337","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41270"
"683","1.578826220","127.0.0.1","127.0.0.1","TCP","66","41270  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042673 TSecr=3000042673","41270","4444"
"689","1.579124931","::1","::1","TCP","94","42780  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113697 TSecr=0 WS=128","42780","4444"
"690","1.579144417","::1","::1","TCP","74","4444  >  42780 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42780"
"696","1.579376569","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41436"
"698","1.579399826","127.0.0.1","127.0.0.1","TCP","66","41436  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042674 TSecr=3000042674","41436","4444"
"702","1.579547890","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41232"
"703","1.579554036","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41676"
"704","1.579565420","127.0.0.1","127.0.0.1","TCP","66","41232  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042674 TSecr=3000042674","41232","4444"
"705","1.579574569","127.0.0.1","127.0.0.1","TCP","66","41676  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042674 TSecr=3000042674","41676","4444"
"728","1.580602982","::1","::1","TCP","94","42786  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113698 TSecr=0 WS=128","42786","4444"
"730","1.580624353","::1","::1","TCP","74","4444  >  42786 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42786"
"734","1.580697826","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","40906"
"737","1.580734004","127.0.0.1","127.0.0.1","TCP","66","40906  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042675 TSecr=3000042675","40906","4444"
"740","1.580836950","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41500"
"741","1.580853153","127.0.0.1","127.0.0.1","TCP","66","41500  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042675 TSecr=3000042675","41500","4444"
"757","1.581877445","::1","::1","TCP","94","42802  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113699 TSecr=0 WS=128","42802","4444"
"758","1.581898607","::1","::1","TCP","74","4444  >  42802 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42802"
"795","1.583257858","::1","::1","TCP","94","42816  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113701 TSecr=0 WS=128","42816","4444"
"796","1.583262677","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41608"
"798","1.583275877","::1","::1","TCP","74","4444  >  42816 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42816"
"799","1.583302138","127.0.0.1","127.0.0.1","TCP","66","41608  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042678 TSecr=3000042678","41608","4444"
"801","1.583317503","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41000"
"802","1.583317503","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41388"
"803","1.583336430","127.0.0.1","127.0.0.1","TCP","66","41000  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042678 TSecr=3000042678","41000","4444"
"804","1.583336430","127.0.0.1","127.0.0.1","TCP","66","41388  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042678 TSecr=3000042678","41388","4444"
"814","1.583986093","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41210"
"815","1.583986093","127.0.0.1","127.0.0.1","TLSv1.2","207","Application Data","4444","41482"
"818","1.584003973","127.0.0.1","127.0.0.1","TCP","66","41210  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042678 TSecr=3000042678","41210","4444"
"819","1.584007744","127.0.0.1","127.0.0.1","TCP","66","41482  >  4444 [ACK] Seq=206 Ack=142 Win=615 Len=0 TSval=3000042678 TSecr=3000042678","41482","4444"
"833","1.584568849","::1","::1","TCP","94","42820  >  4444 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=3600113702 TSecr=0 WS=128","42820","4444"
"835","1.584582608","::1","::1","TCP","74","4444  >  42820 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0","4444","42820"
