"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"12","0.115962433","127.0.0.1","127.0.0.1","TCP","66","47500  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908163 TSecr=2698897923","47500","4444"
"13","0.115984433","127.0.0.1","127.0.0.1","TCP","66","47490  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908163 TSecr=2698897923","47490","4444"
"14","0.116004548","127.0.0.1","127.0.0.1","TCP","66","33334  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908163 TSecr=2698897923","33334","4444"
"15","0.116024941","127.0.0.1","127.0.0.1","TCP","66","[TCP ACKed unseen segment] 4444  >  47500 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=2698908163 TSecr=2698795618","4444","47500"
"16","0.116038840","127.0.0.1","127.0.0.1","TCP","66","[TCP ACKed unseen segment] 4444  >  47490 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=2698908163 TSecr=2698795447","4444","47490"
"17","0.116050224","127.0.0.1","127.0.0.1","TCP","66","[TCP ACKed unseen segment] 4444  >  33334 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=2698908163 TSecr=2698805817","4444","33334"
"48","0.628036943","127.0.0.1","127.0.0.1","TCP","66","47546  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47546","4444"
"49","0.628060270","127.0.0.1","127.0.0.1","TCP","66","47530  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47530","4444"
"50","0.628083108","127.0.0.1","127.0.0.1","TCP","66","47522  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47522","4444"
"51","0.628103711","127.0.0.1","127.0.0.1","TCP","66","47562  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47562","4444"
"52","0.628120613","127.0.0.1","127.0.0.1","TCP","66","47572  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47572","4444"
"53","0.628141705","127.0.0.1","127.0.0.1","TCP","66","47576  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47576","4444"
"54","0.628162168","127.0.0.1","127.0.0.1","TCP","66","47512  >  4444 [ACK] Seq=1 Ack=1 Win=614 Len=0 TSval=2698908675 TSecr=2698898435","47512","4444"
